freq,mu_Z_re,mu_Z_im,Z_re_res,Z_im_res
10000.0,0.01938095409919413,-4.721092157785915e-06,-0.012082814234002467,-0.03035266067283669
9120.1083984375,0.0193809556156677,-5.176570357465099e-06,-0.0100411971717793,-0.027010187786163466
8317.6376953125,0.019380957438813094,-5.67599092756565e-06,-0.007386343003048107,-0.023787851025212164
7585.77587890625,0.019380959630639228,-6.2235929254946745e-06,-0.006824110686152272,-0.022124609474110993
6918.3095703125,0.019380962265689184,-6.824024250687514e-06,-0.005413158075850216,-0.020302170180013387
6309.5732421875,0.019380965433571987,-7.482381050131548e-06,-0.004708855249430512,-0.01767413145441253
5754.3994140625,0.019380969242005226,-8.204250906746222e-06,-0.003794085919113274,-0.012014211385821146
5248.07470703125,0.019380973820471277,-8.995760184970645e-06,-0.003684863279676924,-0.01486022130022687
4786.30078125,0.01938097932461118,-9.863625919129276e-06,-0.0018219090151467172,-0.01402212491974763
4365.158203125,0.019380985941503986,-1.0815212680986677e-05,-0.0018804099450364133,-0.010664273748352186
3981.07177734375,0.019380993896011067,-1.1858594897581243e-05,-0.000563441089507434,-0.011199191277209081
3630.78051757813,0.0193810034583991,-1.3002625150622458e-05,0.00047976710309440007,-0.009121302945954722
3311.31127929688,0.019381014953500534,-1.4257008977934132e-05,-0.0007893346742326654,-0.009499083596118434
3019.95166015625,0.019381028771720436,-1.5632386843499984e-05,0.0005585525039058341,-0.0078557013976972
2754.22875976563,0.019381045382265264,-1.714042387859513e-05,0.000540752913598265,-0.007317673778160895
2511.88647460938,0.019381065349037895,-1.879390818867211e-05,0.002005748878176495,-0.006394729768166872
2290.86767578125,0.01938108934974602,-2.0606858429628693e-05,0.0005697274855368216,-0.006411930495646829
2089.29614257813,0.019381118198857843,-2.2594641555818345e-05,0.0013859394993644414,-0.005814186587591418
1905.46069335938,0.01938115287520859,-2.477410161417306e-05,0.00111680891313529,-0.006402132091163773
1737.80078125,0.01938119455515109,-2.716370058138002e-05,0.0019201386654253902,-0.003983170074791481
1584.89318847656,0.01938124465243454,-2.9783672225628666e-05,0.001617209040089839,-0.0032934834943534287
1445.43981933594,0.019381304866057103,-3.26561901200594e-05,0.0010221857935006039,-0.00426842255251886
1318.25671386719,0.019381377237824092,-3.580555087189495e-05,0.0013913673786197928,-0.002314384251369595
1202.26440429688,0.0193814642214198,-3.925837385177616e-05,0.0035385105245728,0.0009242830141941239
1096.47814941406,0.019381568765342232,-4.304381852831022e-05,0.0005455249902606325,-0.00243685552684451
1000.0,0.01938169441247446,-4.719382062085069e-05,0.0019885058614061597,-0.0018642198797640505
912.010864257813,0.019381845419494042,-5.174334818945396e-05,0.0015653018403924412,-0.0023593136547736537
831.763793945313,0.01938202690014289,-5.6730678720648634e-05,0.0012161051077548904,-0.0015803889627067486
758.577575683594,0.019382244996889356,-6.219769803618636e-05,0.0018110881523926564,-0.0009157761998827864
691.830993652344,0.019382507086597264,-6.819022162401242e-05,0.0014798292078597626,-0.0013982860305770124
630.957336425781,0.019382822026716626,-7.475833859487834e-05,-3.611978401047225e-05,-0.0011845975228045784
575.43994140625,0.019383200449714245,-8.195677765429115e-05,0.003939680760571544,-0.004084596801481791
524.807434082031,0.019383655114851208,-8.984529401596686e-05,0.0007212173182585095,-0.0014457144074835667
478.630096435547,0.01938420132790736,-9.848907449955767e-05,0.0012752112845056604,-0.00031721285870035766
436.515838623047,0.019384857441252717,-0.00010795915710336087,0.0005437603098812152,-0.0002768687668867609
398.107177734375,0.019385645448482817,-0.00011833285851015639,0.00038594035736401813,-0.00043377332793155635
363.078063964844,0.019386591689907032,-0.0001296942005687078,0.000772891866289132,-0.0005290885688558078
331.131134033203,0.019387727687278793,-0.0001421343230976739,0.0010050815438423927,-9.924263299759639e-05
301.995178222656,0.019389091128133064,-0.00015575186542016913,0.0006299280315859648,8.761216751983087e-05
275.422882080078,0.019390727021765815,-0.0001706532926971204,0.0004779366786004137,0.0005470016479750797
251.18864440918,0.01939268904999833,-0.000186953135435957,0.01373966952116233,0.005517409741277243
229.086761474609,0.01939504113589442,-0.0002047741009090967,0.00065914620255152,0.00015887290554290328
208.929611206055,0.01939785925166496,-0.00022424700270587156,-0.002227862575484442,0.0009124617691040284
190.54606628418,0.01940123348254515,-0.0002455104406147416,0.00020703098494365135,0.0005087896568544584
173.780090332031,0.01940527035475381,-0.00026871014572428975,0.0006658680605949076,0.00021073323139231026
158.489318847656,0.019410095421457368,-0.00029399788683266367,0.0030628529021978664,0.0011869428425469362
144.543975830078,0.01941585607873899,-0.00032152981392290735,0.00105489298748479,0.0007497951072900926
131.825668334961,0.019422724551313855,-0.00035146409418710246,-0.0015172216233077448,0.010171575753425298
120.226440429688,0.019430900943630505,-0.0003839576805679968,0.0004165666375096043,0.0004029759599157032
109.647819519043,0.019440616192722224,-0.000419162044282433,0.00022398931016912385,0.00033960007784936694
100.0,0.019452134683990242,-0.0004572177089732061,0.0002874402108428431,0.0004505239526758939
91.2010803222656,0.019465756201217085,-0.0004982474542175141,0.0003729337537978841,7.204850642478591e-05
