freq,mu_Z_re,mu_Z_im,Z_re_res,Z_im_res
10000.0,0.019593394609798448,-2.9903555522674666e-06,-0.013091769752393755,-0.030106539716781167
9120.1083984375,0.019593395019852793,-3.2788573534255187e-06,-0.009945730020320707,-0.027074222123506728
8317.6376953125,0.019593395512736828,-3.5951925695001725e-06,-0.007489336434565973,-0.0261424969030798
7585.77587890625,0.019593396105160334,-3.942046299508029e-06,-0.006330368227968567,-0.021873092968001908
6918.3095703125,0.01959339681719371,-4.322362632129034e-06,-0.006229907612456589,-0.02032389594385083
6309.5732421875,0.01959339767294025,-4.7393696147279655e-06,-0.0033976337353696477,-0.018264948259456727
5754.3994140625,0.01959339870134147,-5.196606626871681e-06,-0.0024418405630275315,-0.016737941479196872
5248.07470703125,0.019593399937141914,-5.6979543898571626e-06,-0.002152298589359787,-0.014703090425524559
4786.30078125,0.01959340142204455,-6.247667866960596e-06,-0.0019491495739013508,-0.014169273322719361
4365.158203125,0.01959340320609416,-6.850412330948407e-06,0.0006701373466094611,-0.013350940844259548
3981.07177734375,0.01959340534933409,-7.511302905318154e-06,-0.0001210451143185097,-0.011735691875295919
3630.78051757813,0.019593407923789878,-8.235947912508593e-06,0.0004588938899954785,-0.01059465136540491
3311.31127929688,0.01959341101584634,-9.030496397582356e-06,-0.0008461150503376591,-0.011265146938779882
3019.95166015625,0.019593414729095995,-9.901690230657458e-06,0.0005745765470042963,-0.007896939161167358
2754.22875976563,0.0195934191877574,-1.0856921229050999e-05,0.000927509420606501,-0.00765653376505105
2511.88647460938,0.019593424540777025,-1.190429378420871e-05,0.0012512480884979242,-0.006539712788650009
2290.86767578125,0.01959343096676262,-1.305269352164971e-05,-0.00015807868477907966,-0.004842691331123949
2089.29614257813,0.019593438679910653,-1.4311862572194754e-05,0.0018236772963771547,-0.004991088291092794
1905.46069335938,0.019593447937151384,-1.5692482085827728e-05,0.0012552705840076853,-0.0050037774949687275
1737.80078125,0.019593459046736216,-1.720626267334227e-05,0.000849653459444516,-0.004107591774190842
