L,0
R,0.020235927553163016
tau,gamma
3.1622776601683795e-05,2.1843397374062437e-57
3.198110165512311e-05,1.8008656891736214e-56
3.234348697327415e-05,1.4542264765969262e-55
3.2709978563942796e-05,1.1501973361510305e-54
3.308062295626032e-05,8.910503679715871e-54
3.345546720659022e-05,6.761168147875231e-53
3.3834558904502684e-05,5.024939142271673e-52
3.421794617881642e-05,3.6578800717507043e-51
3.4605677703709e-05,2.608060762660912e-50
3.499780270489637e-05,1.821358912188694e-49
3.539437096588276e-05,1.2458419545579223e-48
3.579543283428068e-05,8.346799010797298e-48
3.620103922820322e-05,5.477300235879668e-47
3.6611241642728524e-05,3.5204868480370046e-46
3.702609215643743e-05,2.2162997274656243e-45
3.744564343802527e-05,1.366607651992201e-44
3.7869948752988844e-05,8.253702136585926e-44
3.82990619703885e-05,4.88251205862967e-43
3.873303756968754e-05,2.8289641698512047e-42
3.917193064766876e-05,1.605466173560847e-41
3.961579692542945e-05,8.92410072225146e-41
4.006469275545557e-05,4.858669509247156e-40
4.051867512877645e-05,2.590954865975504e-39
4.097780168219986e-05,1.3532932971074808e-38
4.1442130705629704e-05,6.923307313949556e-38
4.191172114946643e-05,3.469164440669062e-37
4.238663263209116e-05,1.702651488829876e-36
4.2866925447434756e-05,8.184953964450489e-36
4.335266057263289e-05,3.8538634707899455e-35
4.384389967576713e-05,1.7773215952440238e-34
4.434070512369452e-05,8.028331996400281e-34
4.484313998996553e-05,3.5520105535361e-33
4.535126806283171e-05,1.539262876259354e-32
4.5865153853344075e-05,6.533425961900085e-32
4.638486260354368e-05,2.716181531096415e-31
4.6910460294744055e-05,1.1060283493563778e-30
4.74420136559085e-05,4.411267420029375e-30
4.797959017212173e-05,1.7232575440217588e-29
4.8523258093157695e-05,6.593662004901304e-29
4.907308644214435e-05,2.47111458523369e-28
4.962914502432709e-05,9.070867432155957e-28
5.019150443593053e-05,3.2613282767163705e-27
5.076023607312165e-05,1.148497368107298e-26
5.133541214107406e-05,3.961460437995562e-26
5.1917105663135005e-05,1.3383525092377783e-25
5.250539049009621e-05,4.428693665615579e-25
5.310034130957024e-05,1.4353927786984211e-24
5.370203365547212e-05,4.556757747202804e-24
5.431054391760934e-05,1.4168741626643127e-23
5.492594935138013e-05,4.315159797907233e-23
5.5548328087581636e-05,1.2872202764121697e-22
5.617775914232919e-05,3.7609659045166115e-22
5.681432242708846e-05,1.0763081545606814e-21
5.745809875882023e-05,3.01692687051338e-21
5.810916987024123e-05,8.28293207209603e-21
5.876761842020063e-05,2.2273828538103017e-20
5.9433528004174317e-05,5.866748161646003e-20
6.010698316487786e-05,1.5135341704818036e-19
6.078806940300043e-05,3.824544427940837e-19
6.147687318805907e-05,9.465868357115875e-19
6.217348196937717e-05,2.294748852103256e-18
6.287798418718683e-05,5.448847074486087e-18
6.359046928385702e-05,1.2672718551635633e-17
6.431102771524891e-05,2.886900423071499e-17
6.503975096220052e-05,6.441574041743988e-17
6.577673154214015e-05,1.407835701724987e-16
6.652206302083284e-05,3.0137942429723846e-16
6.727584002425905e-05,6.31944741550625e-16
6.80381582506282e-05,1.2979295771281004e-15
6.880911448252883e-05,2.611155873991531e-15
6.958880659921513e-05,5.145502704030641e-15
7.037733358903405e-05,9.93208776742149e-15
7.117479556199265e-05,1.8779161568269786e-14
7.198129376246773e-05,3.4780906748709474e-14
7.27969305820598e-05,6.310182502833928e-14
7.362180957259226e-05,1.1214705088385989e-13
7.445603545925884e-05,1.952490299627076e-13
7.529971415391839e-05,3.33009814655877e-13
7.615295276854186e-05,5.564248633127208e-13
7.701585962881096e-05,9.10865344935398e-13
7.788854428787073e-05,1.4608978384775505e-12
7.877111754023897e-05,2.2957626014015455e-12
7.966369143587146e-05,3.535112464265233e-12
8.056637929438837e-05,5.33434667658955e-12
8.147929571946084e-05,7.888590334399447e-12
8.240255661336094e-05,1.1434125158330022e-11
8.333627919167644e-05,1.6245945109563414e-11
8.428058199819206e-05,2.263017268831809e-11
8.523558491994028e-05,3.091040068550889e-11
8.6201409202421e-05,4.140765740700774e-11
8.71781774649953e-05,5.4414610112602735e-11
8.816601371645287e-05,7.01657250218673e-11
8.916504337075565e-05,8.880621894510189e-11
9.017539326296101e-05,1.1036353683685664e-10
9.119719166532337e-05,1.347255273707252e-10
9.223056830358014e-05,1.61629267482101e-10
9.327565437342133e-05,1.9066351809662754e-10
9.433258255714585e-05,2.2128614354203374e-10
9.540148704050651e-05,2.528557304376908e-10
9.648250352974674e-05,2.846744669909778e-10
9.757576926882845e-05,3.160375188292997e-10
9.868142305685711e-05,3.4628304867423147e-10
9.979960526570318e-05,3.748369175236808e-10
0.00010093045785782342,4.012470065592433e-10
0.00010207412440428455,4.25203819109758e-10
0.00010323075010299016,4.465461917175057e-10
0.00010440048179711551,4.652531141772282e-10
0.00010558346799374983,4.814244180109242e-10
0.00010677985888275085,4.952541637885849e-10
0.00010798980635581252,5.070008501159183e-10
0.00010921346402574933,5.169581728144007e-10
0.0001104509872459979,5.25429199657689e-10
0.00011170253313034129,5.327057570027632e-10
0.00011296826057285517,5.390537822085174e-10
0.00011424833026808112,5.447045347944942e-10
0.00011554290473142789,5.498509476320406e-10
0.0001168521483198046,5.546480378380025e-10
0.00011817622725248631,5.59216151451628e-10
0.00011951530963221795,5.636458440672279e-10
0.00012086956546655544,5.680033615051801e-10
0.00012223916668945012,5.723359398445943e-10
0.00012362428718307682,5.766764443523185e-10
0.00012502510279991026,5.81047155136617e-10
0.00012644179138505003,5.854627288893666e-10
0.00012787453279880048,5.899324856323716e-10
0.0001293235089395047,5.94462185571286e-10
0.00013078890376663828,5.990554075120478e-10
0.00013227090332416453,6.037145701768084e-10
0.0001337696957641546,6.084415994816902e-10
0.0001352854713706741,6.132382594118545e-10
0.0001368184225839423,6.181062173860426e-10
0.00013836874402476304,6.230469684278018e-10
0.000139936632519234,6.280617568112661e-10
0.00014152228712373507,6.331515925611362e-10
0.00014312590915020087,6.383173795472033e-10
0.00014474770219167785,6.435600922939175e-10
0.0001463878721481734,6.488809016734035e-10
0.00014804662725279534,6.542811743433696e-10
0.0001497241780981895,6.597623420252282e-10
0.00015142073766327637,6.653257131588804e-10
0.0001531365213402899,6.709723365237969e-10
0.00015487174696212364,6.767030014786061e-10
0.00015662663482998688,6.825183851281852e-10
0.00015840140774137277,6.884192741602253e-10
0.00016019629101834485,6.944067451055982e-10
0.00016201151253614392,7.004822072146719e-10
0.00016384730275211781,7.06647286769299e-10
0.00016570389473498023,7.129036192843125e-10
0.0001675815241944014,7.192526673932469e-10
0.00016948042951093215,7.256956677017347e-10
0.000171400851766269,7.322337368411107e-10
0.0001733430347738618,7.388680760207812e-10
0.00017530722510986698,7.456001560177386e-10
0.00017729367214445286,7.524317739356429e-10
0.0001793026280734598,7.593649449297085e-10
0.00018133434795041748,7.664016864688411e-10
0.00018338908971892657,7.735438160854672e-10
