freq,mu_Z_re,mu_Z_im,Z_re_res,Z_im_res
10000.0,0.025941140852814414,-2.2241882183315296e-05,-0.006199173726195589,-0.024376144669153416
9120.1083984375,0.025941158472637758,-2.4387646192950103e-05,-0.005040445537228943,-0.02144755240129895
8317.6376953125,0.025941179655986697,-2.6740400116432613e-05,-0.0036090206722442023,-0.020253049476068034
7585.77587890625,0.025941205123486143,-2.9320104522028386e-05,-0.0035129683967212583,-0.01859991459409643
6918.3095703125,0.025941235741454547,-3.214864287089334e-05,-0.0028847215866265527,-0.015935561938616796
6309.5732421875,0.02594127255134307,-3.525000602364597e-05,-0.0012318163121489319,-0.015489800279740146
5754.3994140625,0.025941316805118318,-3.865049418526459e-05,0.001144810415142819,-0.013910139586892864
5248.07470703125,0.025941370007789212,-4.2378938249056525e-05,-0.0007701050963043882,-0.012798449060371855
4786.30078125,0.025941433968507642,-4.646694153005185e-05,-0.000660929245389158,-0.012373731935912952
4365.158203125,0.025941510861978347,-5.094914480316977e-05,-0.000607992345228351,-0.01090268532528747
3981.07177734375,0.02594160330223345,-5.586351506638836e-05,0.0028076567195584497,-0.011573431075143088
3630.78051757813,0.025941714431271502,-6.125166199904053e-05,0.002906573723182603,-0.008098610184414141
3311.31127929688,0.02594184802555659,-6.715918285334104e-05,0.0018414680072030912,-0.009014372363216441
3019.95166015625,0.025942008623889824,-7.363603888020377e-05,0.0005404294077672248,-0.007511500357370204
2754.22875976563,0.025942201681031025,-8.073696491950215e-05,-7.09509928094737e-05,-0.006485114950665102
2511.88647460938,0.025942433752038984,-8.852191525201333e-05,0.0015761685892133857,-0.005790732971156613
2290.86767578125,0.025942712713699436,-9.705654746311882e-05,-0.0009712170169543649,-0.005010957991987619
2089.29614257813,0.025943048030067316,-0.00010641274816800494,0.00039797249429311676,-0.0052494125611286056
1905.46069335938,0.025943451071268993,-0.00011666919978197482,0.001906423339731192,-0.004286596178429675
1737.80078125,0.025943935495312574,-0.0001279119923226284,0.0014980888184860722,-0.004733409225892229
1584.89318847656,0.025944517706291977,-0.00014023527989200736,0.001423230175631375,-0.0031395361155461075
1445.43981933594,0.02594521740235616,-0.00015374198256263804,0.0013149483666591577,-0.003641917553527438
1318.25671386719,0.02594605823204786,-0.00016854453122151861,0.0009826253090885612,-0.0026387533288253187
1202.26440429688,0.025947068578808515,-0.00018476565428225913,0.001824711210339315,-0.0022758211573972588
1096.47814941406,0.025948282497317607,-0.00020253919726329539,0.0011261647365401056,-0.0016092584068895953
1000.0,0.025949740830537502,-0.00022201096773827642,0.0010541212295262017,-0.0016817416403882763
912.010864257813,0.025951492538628367,-0.00024333959158851935,9.655666905386551e-05,-0.0016434866906364191
831.763793945313,0.025953596278068588,-0.0002666973579235797,0.0012760737975807887,-0.0010067894892327796
758.577575683594,0.025956122272553145,-0.0002922710290003261,0.0010090098463913441,-0.0011633650891307262
691.830993652344,0.025959154522216265,-0.0003202625655234604,0.0015302355645059641,-0.0015216533199548603
630.957336425781,0.025962793403795432,-0.00035088972356760075,0.00030291559689353195,-1.2639330752600762e-05
575.43994140625,0.025967158716467393,-0.0003843864473995704,0.0006539508368048931,0.00010386651367712957
